,0
5662,CDH12
5663,PTPRS
5664,SAMHD1
5665,PSCA
5666,TMED1
5667,ZNF121
5668,ATP1A4
5669,TSSC4
5670,TBCK
5671,KLRC1
5672,COL7A1
5673,SYTL4
5674,ALKBH3
5675,ROBO1
5676,TNS3
5677,GGNBP1
5678,CEPT1
5679,OLFM2
5680,TTLL4
5681,TRT-TGT3-1
5682,SUCLG2
5683,HYPK
5684,WDR33
5685,C14orf153
5686,ACO1
5687,CLXN
5688,MVD
5689,MED13L
5690,CYP26C1
5691,PLLP
5692,ACAA2
5693,CREB3
5694,PBX4
5695,NDFIP2
5696,ADNP
5697,DUX1
5698,SLC22A10
5699,MTCP1
5700,NPHP3
5701,LY6E
5702,SELENON
5703,MBTPS2
5704,CD226
5705,GATC
5706,FAM124B
5707,ATP2B2
5708,MOB2
5709,TFE3
5710,LAPTM5
5711,DUSP29
5712,MDFI
5713,TMEM138
5714,FKBP5
5715,CELA3B
5716,HEXIM1
5717,MR1
5718,NEK11
5719,NDUFV1
5720,CLN3
5721,ZFP28
5722,C21orf70
5723,MIR194-2
5724,LYRM7
5725,RPS15A
5726,CPA6
5727,NUDT22
5728,ADA
5729,ABCF2
5730,HNRNPA3
5731,TNNI2
5732,MORC2
5733,CD8A
5734,IFT140
5735,DEPP1
5736,KIFC1
5737,SLC22A14
5738,AFG1L
5739,MPHOSPH6
5740,CCR5
5741,FGF6
5742,FPGS
5743,ARHGAP5
5744,APP
5745,EIF2A
5746,MED29
5747,MIR376A2
5748,ELOVL5
5749,ANKRD30A
5750,JUP
5751,GSTO1
5752,ZNF169
5753,ARMCX4
5754,RPL8
5755,SORCS1
5756,USP11
5757,DANT1
5758,TBATA
5759,VSIG10L
5760,IL23R
5761,ENO3
5762,C1QA
5763,KCNC3
5764,GRIA4
5765,SLC20A2
5766,LCP1
5767,TTF2
5768,STIL
5769,PKP1
5770,UTP11
5771,DUXB
5772,ATF2
5773,DNAI4
5774,UXS1
5775,HNF4G
5776,MTG2
5777,AP1S2
5778,SLC6A15
5779,NAV1
5780,PSMG3
5781,MECP2
5782,ITGB4
5783,SLC24A1
5784,TENT5B
5785,XKRY
5786,TRPA1
5787,CABYR
5788,DYM
5789,MPP1
5790,RPH3AL
5791,PAFAH1B2
5792,CEACAM7
5793,TMEM93
5794,KLHL42
5795,WDR61
5796,RELL1
5797,CDC23
5798,TPH2
5799,ITGA4
5800,TGOLN2
5801,ATP8B1
5802,NRL
5803,YWHAQ
5804,CSPG4P1Y
5805,DSCAML1
5806,NEMF
5807,MICB
5808,KRT4
5809,MALL
5810,FBXO40
5811,SUGP1
5812,MPC2
5813,WDR20
5814,COP1
5815,UTP18
5816,NDUFB11
5817,REG1A
5818,NPTN-IT1
5819,XCL2
5820,FDFT1
5821,ZBTB10
5822,NLRP11
5823,CHGB
5824,CLTB
5825,NBDY
5826,EEF2K
5827,EN2
5828,ANKRD7
5829,HSPH1
5830,DPP8
5831,NIPSNAP3B
5832,FOXI2
5833,SRRM4
5834,PTGDS
5835,SEL1L
5836,METTL18
5837,SNX12
5838,PPP1R3E
5839,HEATR5B
5840,KLHL5
5841,PNLIPRP2
5842,SLITRK5
5843,FAAP24
5844,PCDHGA12
5845,JPH3
5846,PCDHGB6
5847,TRIM25
5848,CDYL
5849,CTRC
5850,UNC79
5851,SDC3
5852,IL18BP
5853,GALNT6
5854,FGF18
5855,PSG6
5856,KLF5
5857,HELB
5858,NPC1
5859,IGFBP2
5860,PIAS3
5861,ACTR3
5862,EMILIN2
5863,CRIPT
5864,FRMPD1
5865,OSGIN1
5866,API5
5867,FABP7
5868,UCKL1
5869,CST9L
5870,KCNQ5
5871,JMJD1C
5872,IQSEC2
5873,CYBB
5874,DKKL1
5875,ZBED8
5876,XRN2
5877,MIR520G
5878,GUF1
5879,GOLGA1
5880,NEDD4L
5881,PCDH18
5882,PLEKHO1
5883,MLANA
5884,SPRY3
5885,GAD2
5886,SLC8A3
5887,CDK5R1
5888,ICMT
5889,PWP2
5890,HSD11B2
5891,GPI
5892,SPNS2
5893,GRIN1
5894,SRPX2
5895,TUBE1
5896,DPH3
5897,MAZ
5898,RERG
5899,SAMD14
5900,STYXL1
5901,FAM110B
5902,HERC6
5903,CST6
5904,OPRPN
5905,NLRP4
5906,MAFK
5907,PKIG
5908,H2BC12
5909,NLRP12
5910,NIF3L1
5911,VPS39
5912,C11orf80
5913,IMMP2L
5914,FOS
5915,SND1
5916,RPS20P4
5917,SDK1
5918,APEX1
5919,SPAG8
5920,H3C14
5921,NXNL1
5922,GP1BB
5923,MEIS1
5924,FLG2
5925,GNAL
5926,TMEM218
5927,TRIM7
5928,CIZ1
5929,SHFM1
5930,VPS37A
5931,FAM86B1
5932,SECISBP2
5933,ABCC12
5934,ZNF300
5935,RAET1G
5936,SUSD6
5937,HAUS5
5938,SNORA63
5939,PPT1
5940,CDCA7L
5941,DYNC1LI2
5942,GSTCD
5943,CD163L1
5944,CEP97
5945,ICT1
5946,BOD1L1
5947,CD80
5948,BLVRA
5949,FOXN3
5950,ELAC2
5951,SPRR2E
5952,KRT15
5953,CCDC26
5954,KBTBD13
5955,S1PR5
5956,IL21
5957,GABRG3
5958,DNAJB4
5959,DCAF8
5960,ATXN3L
5961,ANGPTL1
5962,FBXO21
5963,ADAMTSL2
5964,SQOR
5965,GLG1
5966,DACT2
5967,FGD3
5968,PER3
5969,SIX3
5970,BHLHA9
5971,GNGT2
5972,CDR2
5973,HEY1
5974,PIAS2
5975,SLC39A4
5976,DENND1C
5977,TCAP
5978,DHX36
5979,UBQLN2
5980,PAXBP1
5981,MFN1
5982,PCNX3
5983,SEMA3B
5984,RPL3
5985,KIZ
5986,GABRG1
5987,ZNF83
5988,DROSHA
5989,RAPSN
5990,B4GALNT3
5991,GID4
5992,TMEM127
5993,HTR1F
5994,BIRC3
5995,MT1M
5996,FTSJ3
5997,OSBPL7
5998,TAFA1
5999,PEPC
6000,DERL2
6001,PROC
6002,CIAO3
6003,ZSWIM6
6004,COL6A3
6005,CYLC1
6006,EPS8
6007,TTI1
6008,STRADB
6009,TMEM14A
6010,SMARCE1
6011,BCO2
6012,CEP72
6013,MOSPD3
6014,CDH22
6015,ULK3
6016,TMEM38A
6017,ARFGAP1
6018,MON2
6019,COL4A2
6020,MAFF
6021,GPR45
6022,UPF2
6023,PEF1
6024,PARP12
6025,ILVBL
6026,KBTBD11
6027,CIBAR2
6028,MS4A8
6029,TRX-CAT1-2
6030,CLDND1
6031,SIK1
6032,CREBRF
6033,DRD1
6034,ULK2
6035,SNX27
6036,DOP1B
6037,NBPF15
6038,TPPP
6039,SPA17
6040,BABAM2
6041,USO1
6042,TNFAIP3
6043,TRIM26
6044,BTF3P12
6045,NAIF1
6046,MBOAT4
6047,ARHGEF5
6048,PLXND1
6049,MARCHF2
6050,TSPAN31
6051,POLR1D
6052,ZPBP2
6053,BPY2
6054,QSOX2
6055,NBPF10
6056,RBM28
6057,NARS1
6058,TGFA
6059,TRIM35
6060,GAGE12H
6061,CGNL1
6062,GRK2
6063,LOX
6064,KDM5C
6065,TEPP
6066,LYAR
6067,ADAMTS7
6068,MFNG
6069,NT5C3A
6070,CACNG1
6071,NKX3-2
6072,STIP1
6073,MIR199B
6074,UCN2
6075,LY6H
6076,RNF40
6077,SOCS3
6078,APOF
6079,VWCE
6080,MYC
6081,SLC33A1
6082,KCNK13
6083,OPA1
6084,TPSAB1
6085,PCDHGB3
6086,ACBD6
6087,ANKFY1
6088,BNIP2
6089,CCP110
6090,ELL3
6091,SLC19A3
6092,SNORD8
6093,BID
6094,RHOD
6095,LINC00237
6096,WSPAR
6097,RNF31
6098,EIF3G
6099,CDIPT
6100,TSPEAR
6101,CSF3R
6102,APOBEC3A
6103,FOXA1
6104,TAS2R9
6105,WNT1
6106,GAS8
6107,GAK
6108,PGP
6109,DRC7
6110,PRKX
6111,CD7
6112,ANP32C
6113,VPS8
6114,RAP1GAP
6115,TMEM50A
6116,CLCN5
6117,SALL4
6118,BTN3A1
6119,MRGPRX2
6120,TRDN
6121,PCM1
6122,LRRFIP2
6123,IFNA1
6124,SSSCA1
6125,TNMD
6126,NDUFS5
6127,PCDHGC3
6128,CENPN
6129,HOXA11
6130,NIBAN1
6131,ING3
6132,RRAS
6133,LHX4
6134,PDCL3
6135,HSPB1
6136,EPN1
6137,TCL1A
6138,DNAAF1
6139,LRRC38
6140,ALPK3
6141,BCL6B
6142,ZNF160
6143,FGF4
6144,CCDC88B
6145,ZNF37A
6146,SLC25A42
6147,CD1A
6148,TBX3
6149,ESRP2
6150,MAP2K3
6151,PDE12
6152,LCMT2
6153,OCIAD2
6154,CSNK2B
6155,GABRB2
6156,RAB32
6157,GPC1
6158,PPP2R5D
6159,ASCL3
6160,FOLR2
6161,TENM1
6162,AP1B1
6163,PPP2R2D
6164,WAKMAR2
6165,MIR27B
6166,NCOA2
6167,ALOX5
6168,SLC8A2
6169,DNAH5
6170,PDE8B
6171,SAE1
6172,ETV2
6173,BLOC1S1
6174,CHD3
6175,PRTG
6176,LAMB2
6177,MSH3
6178,TLR3
6179,SLC25A26
6180,CRYBA1
6181,SYVN1
6182,ATP5J
6183,FAM90A5P
6184,APOBEC3B
6185,VARS2
6186,OVOL2
6187,EFEMP2
6188,MFSD10
6189,IRF7
6190,SLMAP
6191,CLEC1B
6192,DAAM2
6193,PATL2
6194,FRMD4B
6195,ZFYVE21
6196,ZNF532
6197,MYL6B
6198,HOXC6
6199,PCDHB7
6200,MYH9
6201,IVL
6202,OR5F1
6203,PRDX5
6204,PRMT3
6205,CRYZ
6206,TRMU
6207,CDH26
6208,H2AC6
6209,MAPKBP1
6210,IFI27L1
6211,CHRAC1
6212,PYGO1
6213,UBLCP1
6214,NET1
6215,PNO1
6216,CDC20
6217,ALG3
6218,NIT2
6219,ADRA2B
6220,MYOZ1
6221,SAGE1
6222,RAB3C
6223,NRAV
6224,PM20D1
6225,MLF1
6226,S100A1
6227,H2BC14
6228,GRB7
6229,TRR-ACG1-2
6230,CCL28
6231,KAAG1
6232,PIK3C3
6233,TAF9B
6234,OR5I1
6235,ZNF418
6236,TENM3
6237,MSMP
6238,HPV18I1
6239,ARV1
6240,GREM1
6241,WRAP53
6242,UGT1A8
6243,IRF1
6244,SLC27A1
6245,LMCD1
6246,WFDC2
6247,GGT2
6248,TXNL1
6249,SPACA1
6250,DYRK2
6251,HSD3B1
6252,HLA-DQB2
6253,STC2
6254,ING1
6255,GABRA1
6256,PRDX2
6257,ZFPM2
6258,HIRA
6259,ACTRT2
6260,METRNL
6261,SLCO4C1
6262,MIR766
6263,SGSM2
6264,ANOS1
6265,MTTP
6266,LRRN1
6267,SRR
6268,FAM98B
6269,EOGT
6270,DDIAS
6271,TNRC6C
6272,MTF1
6273,BPIFB6
6274,LILRA4
6275,SEPTIN2
6276,SV2C
6277,NCF4
6278,TMPRSS2
6279,CCNI
6280,TAF12
6281,GCDH
6282,FCRLB
6283,MBTD1
6284,RNF112
6285,PPP1CB
6286,KCNK17
6287,BICD1
6288,CALCOCO2
6289,COQ8A
6290,IFRD2
6291,SMC1B
6292,CALM2
6293,MIR140
6294,SLC15A4
6295,MPEG1
6296,PRNP
6297,PCDH8
6298,TLE3
6299,SPRED2
6300,TIA1
6301,MRPL3
6302,FXYD4
6303,PGAP6
6304,PLXNB2
6305,TSSC2
6306,CHRNA3
6307,ENO4
6308,LURAP1L
6309,EPB41L4B
6310,MCTP1
6311,LTBR
6312,RCAN3
6313,DXO
6314,HMGB2
6315,IRF6
6316,CLEC7A
6317,HCG9
6318,MDM4
6319,MCRS1
6320,ITGB7
6321,RBMS1
6322,HOXA9
6323,CCR3
6324,SNRPB2
6325,IL23A
6326,ERI1
6327,H3C6
6328,TK1
6329,SGK1
6330,MIR19A
6331,RAB37
6332,ARHGEF26
6333,EML2
6334,ARIH2
6335,PABIR1
6336,DIRC3
6337,CSPG5
6338,STAT3
6339,DYNC2I2
6340,NDE1
6341,ZFHX2-AS1
6342,NAT16
6343,CELA1
6344,CHST10
6345,ID1
6346,MT-RNR1
6347,HAL
6348,GGN
6349,CRTC2
6350,FDX2
6351,PIK3C2G
6352,PGBD5
6353,ITLN2
6354,KTN1
6355,DOK4
6356,LINC01565
6357,ELOA2
6358,DDX60
6359,TSPAN16
6360,RGS14
6361,EMILIN3
6362,NAA10
6363,NME1
6364,TDRD1
6365,CDH2
6366,CHRM5
6367,DNAH10
6368,VWC2
6369,GDPGP1
6370,ZBED10P
6371,FFAR2
6372,NPSR1-AS1
6373,HSF2BP
6374,SP8
6375,BOP1
6376,SPATA33
6377,HPCA
6378,FZD2
6379,H2AC13
6380,AKAP8L
6381,H2BC6
6382,PCSK7
6383,CSMD3
6384,TMTC1
6385,ARHGAP36
6386,PAIP2B
6387,DRAIC
6388,FREM3
6389,ZIC4
6390,MNS1
6391,SIGLEC1
6392,C1QTNF8
6393,HMGCLL1
6394,CACNA1H
6395,MMS19
6396,SFMBT2
6397,TFIP11
6398,FBP1
6399,TBC1D4
6400,KIRREL3
6401,VBP1
6402,KLF10
6403,VWA5A
6404,OSR1
6405,NDC80
6406,EID3
6407,INPP5E
6408,FAM8A1
6409,RAI1
6410,SCYL2
6411,SLC8A1
6412,DPP9
6413,ALX3
6414,SHC2
6415,CHTOP
6416,HACD2
6417,H2AZ1
6418,GPR18
6419,SP140L
6420,BLMH
6421,CCDC34
6422,AJUBA
6423,FBXL17
6424,TDRP
6425,ACADVL
6426,UTS2B
6427,CYP11A1
6428,HAR1B
6429,PTPRC
6430,SSR4
6431,NEMP1
6432,GPR153
6433,BRD3
6434,MIR1231
6435,TBL1X
6436,WFDC1
6437,TRAFD1
6438,DAO
6439,KCNK5
6440,ZBTB17
6441,ANKLE2
6442,CLLU1-AS1
6443,ZAN
6444,FAM63B
6445,COPA
6446,RPS20
6447,AVPR2
6448,CNR2
6449,LILRA1
6450,TPK1
6451,OSBPL5
6452,AGMO
6453,NYAP2
6454,SH3TC2
6455,SUN2
6456,RLBP1
6457,POU6F2
6458,PRSS23
6459,DNAJC13
6460,DPH7
6461,AGPS
6462,TMSB10
6463,RECK
6464,QPRT
6465,PTP4A2
6466,RHOBTB2
6467,MOCS3
6468,LBP
6469,BEX2
6470,MLPH
6471,ENAH
6472,PNKP
6473,MIR130B
6474,TNN
6475,B9D2
6476,PPP1R21
6477,CNOT1
6478,LRRCC1
6479,UNC93A
6480,PNMA6A
6481,HNF4A
6482,AMACR
6483,CAMLG
6484,GOLGA3
6485,SLC4A2
6486,SLC26A1
6487,CLIC2
6488,IL27RA
6489,GIGYF2
6490,SPATA16
6491,MIR181A2
6492,SNORD112
6493,REPIN1
6494,GAL3ST2
6495,AUH
6496,FAS
6497,ITGA8
6498,C2CD3
6499,ARNT
6500,RBM20
6501,HYI
6502,AR
6503,MIR19B1
6504,FAAH2
6505,SYK
6506,ACTG1
6507,PTGIS
6508,GPBAR1
6509,TBP
6510,FGB
6511,RHEB
6512,MYO15A
6513,TTLL12
6514,PRADC1
6515,RND1
6516,FBXO32
6517,SLC1A6
6518,HSD17B4
6519,FBXO42
6520,HCST
6521,PRICKLE2
6522,SELENOK
6523,SHROOM3
6524,DHRS7B
6525,DHRS12
6526,GRIA1
6527,GPHN
6528,PFDN2
6529,TIMP1
6530,NLRP3
6531,RPL9
6532,GIMAP8
6533,BEX4
6534,ACVR1B
6535,PFKL
6536,RNY1
6537,SETD7
6538,H4C3
6539,MYZAP
6540,DMBT1
6541,AHNAK
6542,RHBDF1
6543,ABCD3
6544,DIAPH2-AS1
6545,CPNE7
6546,SPINT3
6547,HMCES
6548,FAM158A
6549,RANBP9
6550,SPDEF
6551,NPM1
6552,CRYM
6553,ATP6V1C2
6554,RSPRY1
6555,CMTM5
6556,STXBP3
6557,PDCD6IP
6558,TRV-CAC1-2
6559,EPSTI1
6560,FRRS1
6561,VSIG2
6562,MMEL1
6563,TULP2
6564,ZNF185
6565,SLC6A19
6566,FAM53B
6567,UBA52
6568,PRSS21
6569,KLB
6570,SLX1A
6571,PTOV1
6572,ZNF239
6573,DGAT1
6574,CALCA
6575,PMS2
6576,PDPK1
6577,LRRN2
6578,NCAM1
6579,PABPC4
6580,HOXD1
6581,GAPDH
6582,CAMKK1
6583,KIAA0513
6584,HCCAT5
6585,PLA2G2E
6586,AKAP2
6587,RASGRP1
6588,CPS1
6589,BNC1
6590,TRAK1
6591,BHLHE41
6592,RPS11
6593,MSX1
6594,SLC27A6
6595,NCAM2
6596,UBE2T
6597,ZNF131
6598,VAMP1
6599,ABCC11
6600,CENPV
6601,FLCN
6602,JAM2
6603,VAX1
6604,PPFIA2
6605,ADHFE1
6606,STARD9
6607,IL37
6608,BAG4
6609,ERLEC1
6610,STRN3
6611,TRIM27
6612,SWT1
6613,PTBP3
6614,CHP1
6615,PAXIP1
6616,CHD7
6617,PPM1H
6618,ADH6
6619,LMO1
6620,PDZK1
6621,BAZ1B
6622,THBS2
6623,FAM86B2
6624,MTERF1
6625,ACSS2
6626,ACP3
6627,PSMA4
6628,GLYATL2
6629,ANAPC2
6630,PHF6
6631,MTMR9
6632,LDHD
6633,MEAK7
6634,DBR1
6635,MYCT1
6636,DYNC2LI1
6637,IL21R
6638,SPG21
6639,ILDR2
6640,LAMA3
6641,SLC6A2
6642,DLEU7
6643,RNF144A
6644,FRYL
6645,ZC4H2
6646,PPM1J
6647,GGT6
6648,ITIH1
6649,MAP3K15
6650,LOC284441
6651,FOSL1
6652,KCNC2
6653,PHKA2
6654,HORMAD1
6655,ERCC6L
6656,OR14I1
6657,PTPRZ2
6658,DGKG
6659,PTK2B
6660,RAD1
6661,ATP5PD
6662,ZNF266
6663,PLAAT1
6664,CLCNKA
6665,SRGAP1
6666,EGFL8
6667,ATAD3A
6668,PDE2A
6669,USE1
6670,HHAT
6671,BAIAP3
6672,MOS
6673,TOMM70
6674,IGFBP3
6675,SMG5
6676,HOXC12
6677,MT-TT
6678,ISL1
6679,GYG2
6680,PALS1
6681,GNPTAB
6682,RAB3IP
6683,OPALIN
6684,FAM90A9
6685,HOXC13
6686,ABCB6
6687,GADL1
6688,LAMC3
6689,CALML6
6690,OBSCN
6691,PAG1
6692,CDC42BPB
6693,ZNF114
6694,DLL1
6695,MIR448
6696,CCR8
6697,KCNIP2
6698,FUS
6699,EPM2AIP1
6700,POLR1A
6701,PTDSS2
6702,NYAP1
6703,HOXB2
6704,NMU
6705,TAS2R60
6706,RFTN2
6707,GUCY1A1
6708,RHPN2
6709,SESN2
6710,CPA3
6711,CYP51A1
6712,SORBS1
6713,GABRQ
6714,NR2E3
6715,GPRASP1
6716,RPS4Y1
6717,H2AC16
6718,MRPS15
6719,EGFL6
6720,EFS
6721,ITGA1
6722,URAHP
6723,PXMP4
6724,GFUS
6725,MIR218-2
6726,IGF2BP1
6727,FIG4
6728,PUF60
6729,NDUFC2
6730,PFKFB2
6731,HPV6AI1
6732,ASTL
6733,EVI2B
6734,MT-ND6
6735,EPHB1
6736,HUS1
6737,B4GALT3
6738,KRT24
6739,CYP7A1
6740,BGLT3
6741,FRMPD4
6742,RAD51D
6743,MTR
6744,LCP2
6745,MEGF9
6746,DYNAP
6747,SLBP
6748,KIF2B
6749,MIR105-1
6750,SAXO1
6751,ACAN
6752,RCE1
6753,WNT4
6754,IDH3B
6755,TXLNG
6756,GNAZ
6757,RPP30
6758,LMO4
6759,CECR2
6760,SPEN
6761,EOLA1
6762,ANKRD13D
6763,DNPH1
6764,RAB5A
6765,NAB2
6766,ADAM33
6767,AUTS2
6768,BCAS2
6769,SPANXB1
6770,POLE
6771,GTF2H4
6772,PADI2
6773,MAP1LC3B
6774,FCGR3B
6775,TCP10L
6776,USP40
6777,PUM2
6778,CD247
6779,DPM1
6780,CARD14
6781,MOV10
6782,IGSF1
6783,DHRS3
6784,PURB
6785,DOCK9
6786,ATP5MC2
6787,ERP27
6788,IGHMBP2
6789,NKX2-6
6790,IGHD3-3
6791,CTBS
6792,LNX1
6793,NKAP
6794,ZNF431
6795,CTDP1
6796,ZMYM6
6797,TAS2R14
6798,ACSM2B
6799,IGFL2
6800,CT47A3
6801,SARS1
6802,COBLL1
6803,HTR1B
6804,IFITM2
6805,RBM25
6806,TPRXL
6807,TCP1
6808,ITGA2
6809,IL36G
6810,ARFGEF1
6811,LILRA5
6812,KDM7A
6813,GAGE12J
6814,SPIB
6815,STAMBPL1
6816,EML3
6817,EGR1
6818,MUC5AC
6819,SLC25A43
6820,STARD5
6821,PLTP
6822,NUP133
6823,PRSS53
6824,SAT2
6825,PGAP2
6826,INE2
6827,TRIM73
6828,LGALS7
6829,FZD8
6830,NKAIN3
6831,NAGK
6832,CNTN5
6833,RGS7BP
6834,MIR375
6835,SHOC2
6836,TGFB1I1
6837,B3GNT4
6838,SPG7
6839,MKL2
6840,YTHDC2
6841,CBX8
6842,PRKCQ
6843,PARP3
6844,CALM3
6845,SIM2
6846,SGK3
6847,RANGRF
6848,PF4V1
6849,SLAMF6
6850,MAFG
6851,RRM2B
6852,ZNF84
6853,TSPYL2
6854,ASB4
6855,UEVLD
6856,CEP120
6857,SPIC
6858,C6orf108
6859,IRF8
6860,GRM6
6861,ABCB10
6862,MRPL41
6863,KALRN
6864,AK4
6865,HTR1A
6866,SYNPO
6867,ZNF354A
6868,FHL2
6869,VDAC2
6870,TRPM3
6871,LGALS2
6872,VAMP3
6873,LY96
6874,PSMA1
6875,DMWD
6876,NKD2
6877,ELOVL3
6878,GZF1
6879,PMEL
6880,NENF
6881,SLC22A16
6882,RAB4B
6883,LZTS2
6884,PTGER3
6885,INSYN2A
6886,KCTD10
6887,GIT2
6888,VPS35
6889,TMEM139
6890,CRB1
6891,ODF1
6892,IL4I1
6893,C11orf30
6894,TRAPPC10
6895,ATP1A1
6896,CBX1
6897,SCIMP
6898,MAP4K1
6899,CERNA2
6900,ZBTB42
6901,CIC
6902,ZNF699
6903,SLC30A1
6904,CGB8
6905,TIGD1
6906,TRIM45
6907,OR5AN1
6908,MICU3
6909,PLPPR4
6910,B3GALT1
6911,CYP2F1
6912,DRGX
6913,LILRB3
6914,ZNF606
6915,TMEM100
6916,LTK
6917,MIR487B
6918,EPHX3
6919,CARD10
6920,TOP1MT
6921,LHFPL4
6922,MYCLP1
6923,TRPV2
6924,GHRLOS
6925,PNMT
6926,PPME1
6927,STON1
6928,FSD1L
6929,SEMA3D
6930,DIAPH2
6931,NAGA
6932,NDUFA1
6933,CCND3
6934,ID3
6935,CCL13
6936,DDX3X
6937,SPRR2C
6938,ZBTB16
6939,PLA2G4A
6940,PRPH
6941,EIF3F
6942,THOC1
6943,OPN4
6944,GIMAP5
6945,TEX13A
6946,RNF216
6947,TRIM41
6948,CMYA5
6949,TRG-CCC1-1
6950,RPS6KA6
6951,CEP43
6952,DNER
6953,FAM149B1
6954,METTL6
6955,SRP9
6956,PCDHA@
6957,SYTL1
6958,FMOD
6959,ARHGEF40
6960,ORC2
6961,RASAL2
6962,GAB3
6963,RPL35A
6964,GEN1
6965,MAP4K5
6966,OTX2
6967,NLGN2
6968,ASB8
6969,MYRIP
6970,ROM1
6971,FCN2
6972,OSCAR
6973,VANGL1
6974,IST1
6975,C10orf99
6976,SEC11A
6977,MYH3
6978,CFH
6979,MAGEA1
6980,GET1
6981,CAPN5
6982,SLC13A4
6983,TPT1
6984,RPL36A
6985,MAP2K2
6986,COMMD7
6987,PPM1A
6988,USP24
6989,ROBLD3
6990,ARFGEF3
6991,SIRT4
6992,DZIP3
6993,LINGO1
6994,ASIP
6995,DCSTAMP
6996,FOXD1
6997,ZBTB20
6998,WDR83
6999,RYK
7000,FZD6
7001,SYNGR4
7002,ACSL3
7003,RNU7-1
7004,KIRREL1
7005,ATR
7006,MYB
7007,HIBCH
7008,ASXL2
7009,MINDY1
7010,DCTN6
7011,SPTLC1
7012,HPGDS
7013,CLN6
7014,ASTN1
7015,SUCLG1
7016,ATP2C2
7017,NOD2
7018,YWHAZ
7019,NRK
7020,ARHGAP20
7021,TFR2
7022,LCOR
7023,FBXW11
7024,MARCHF5
7025,VASN
7026,MTIF3
7027,ZBED5
7028,DENND5B
7029,MAST4
7030,ZFP64
7031,TTBK2
7032,C2orf68
7033,NPHS1
7034,MRPS14
7035,MRPS33
7036,FBXL20
7037,TRIM68
7038,SUN3
7039,SDR9C7
7040,HOXD13
7041,RFC2
7042,SLC38A6
7043,NOP53
7044,CYP3A7
7045,TRHDE
7046,MIR373
7047,VPS53
7048,TFRC
7049,RTN4IP1
7050,CD69
7051,FGF20
7052,TTF1
7053,PDZK1IP1
7054,ZNF667
7055,ATG9B
7056,KRT33A
7057,MMRN2
7058,TNPO1
7059,BMP7
7060,IFNA8
7061,MCPH1
7062,IL13RA2
7063,UTS2R
7064,ORAI1
7065,PMM2
7066,UBA5
7067,VEGFD
7068,LHX3
7069,PKIB
7070,CBLN3
7071,LNPEP
7072,TJP2
7073,SLC7A6OS
7074,IER3IP1
7075,GAS2L3
7076,STIM2
7077,ZNF649
7078,MUC20
7079,MIR509-3
7080,PLET1
7081,ISG20L2
7082,DDX52
7083,ATP13A1
7084,ICA1
7085,ZNF274
7086,KCNAB3
7087,KMT5C
7088,COX16
7089,CATSPER2
7090,GALNT3
7091,TMED10
7092,FBXL16
7093,SHPK
7094,HOTTIP
7095,MCAT
7096,STK40
7097,KATNAL1
7098,CD99
7099,SIAE
7100,YIPF3
7101,SHROOM2
7102,ENOX1
7103,CT47A10
7104,MYO1B
7105,COX4NB
7106,SNW1
7107,ZDHHC9
7108,ABCF1
7109,PRTFDC1
7110,NAA11
7111,GDPD5
7112,GSTM5
7113,AKAP12
7114,S100A2
7115,GLTP
7116,SLC19A1
7117,ZNF543
7118,PLPPR1
7119,MC5R
7120,NDUFAF4
7121,NETO2
7122,ASCC2
7123,BGLAP
7124,ALDH3A1
7125,ATAD2B
7126,PCLAF
7127,PRPS1L1
7128,HCN2
7129,GRPEL2
7130,ZMYM3
7131,LILRB4
7132,FSIP1
7133,MIR191
7134,MIR101-1
7135,CSH1
7136,STK35
7137,SLC2A4
7138,RPA4
7139,TAGAP
7140,S100B
7141,PRSS55
7142,C17orf90
7143,FITM1
7144,DENND3
7145,PLA2G1B
7146,PRPF3
7147,HERPUD1
7148,RBM14
7149,RGPD2
7150,HSPA14
7151,ZNF81
7152,FAM90A3P
7153,ATL1
7154,LINC00312
7155,RASGRP3
7156,MIR509-1
7157,PDLIM3
7158,PSMD14
7159,CEP110
7160,THRSP
7161,INTS6
7162,NRON
7163,ISG20
7164,THUMPD2
7165,GPIHBP1
7166,MMP20
7167,TMSB4Y
7168,APOC2
7169,KRT2
7170,FCGBP
7171,CMTM2
7172,DCUN1D3
7173,SRGN
7174,SCARNA6
7175,THG1L
7176,TPM4
7177,RNU2-1
7178,IFT80
7179,PSMD10
7180,KREMEN2
7181,EEF1B2
7182,SCARNA15
7183,PDRG1
7184,NAALADL1
7185,FCAR
7186,DCXR
7187,S100Z
7188,ITGB2
7189,COL19A1
7190,COL26A1
7191,KRT17
7192,TRIM52
7193,MAT1A
7194,EIF2AK4
7195,COPB2
7196,H2AC8
7197,WASF1
7198,NMBR
7199,HLA-G
7200,ZCWPW1
7201,CMIP
7202,VCY
7203,APBA2
7204,ZC3H13
7205,UBE2H
7206,EIF2S2
7207,ITGB1BP1
7208,MYH1
7209,TREM1
7210,RELCH
7211,BGN
7212,WDR73
7213,PABPC3
7214,SUPT4H1
7215,GEMIN4
7216,MYH15
7217,HPDL
7218,MBD1
7219,PAGE5
7220,ZNF136
7221,PLD1
7222,CRB3
7223,CXCR1
7224,RILPL1
7225,ODC1
7226,SUMO1
7227,VASH1
7228,CYP4Z1
7229,RYR1
7230,EVC
7231,ACSS3
7232,PIGO
7233,UBR7
7234,FRAS1
7235,LXN
